"product_name","date_received","date_sent","date_difference","days"
"Mortgage","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Bank account or service","2014-05-13","2014-05-15",2,3
"Bank account or service","2014-05-02","2014-05-02",0,1
"Student loan","2014-05-13","2014-05-13",0,1
"Credit reporting","2014-05-02","2014-05-16",14,15
"Credit card","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-02","2014-05-08",6,7
"Debt collection","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-02","2014-06-09",38,39
"Mortgage","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-02","2014-05-07",5,6
"Debt collection","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-02","2014-05-02",0,1
"Debt collection","2014-05-02","2014-05-06",4,5
"Mortgage","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-02","2014-05-02",0,1
"Credit reporting","2014-05-08","2014-05-08",0,1
"Consumer Loan","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-08","2014-05-23",15,16
"Debt collection","2014-05-13","2014-05-16",3,4
"Debt collection","2014-05-08","2014-05-13",5,6
"Credit card","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-02","2014-05-07",5,6
"Debt collection","2014-05-02","2014-05-06",4,5
"Credit reporting","2014-05-08","2014-05-12",4,5
"Mortgage","2014-05-02","2014-05-02",0,1
"Bank account or service","2014-05-08","2014-05-13",5,6
"Mortgage","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Consumer Loan","2014-05-02","2014-05-06",4,5
"Mortgage","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Bank account or service","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-08","2014-05-13",5,6
"Credit reporting","2014-05-02","2014-05-06",4,5
"Mortgage","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-13","2014-05-13",0,1
"Credit reporting","2014-05-13","2014-05-13",0,1
"Payday loan","2014-05-02","2014-05-21",19,20
"Debt collection","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-08","2014-05-13",5,6
"Bank account or service","2014-05-02","2014-05-06",4,5
"Student loan","2014-05-02","2014-05-06",4,5
"Credit card","2014-05-02","2014-05-02",0,1
"Debt collection","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-22","2014-05-23",1,2
"Credit reporting","2014-05-13","2014-05-14",1,2
"Credit reporting","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-22","2014-05-27",5,6
"Bank account or service","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-13","2014-06-05",23,24
"Mortgage","2014-05-02","2014-05-02",0,1
"Debt collection","2014-05-02","2014-05-06",4,5
"Mortgage","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-02","2014-05-02",0,1
"Debt collection","2014-05-22","2014-05-22",0,1
"Consumer Loan","2014-05-08","2014-05-13",5,6
"Bank account or service","2014-05-22","2014-05-23",1,2
"Bank account or service","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-02","2014-05-02",0,1
"Mortgage","2014-05-22","2014-05-23",1,2
"Credit reporting","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-08","2014-05-16",8,9
"Debt collection","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-02","2014-05-06",4,5
"Student loan","2014-05-22","2014-05-23",1,2
"Mortgage","2014-05-02","2014-05-02",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Credit reporting","2014-05-22","2014-05-23",1,2
"Debt collection","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-02","2014-05-02",0,1
"Debt collection","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-08","2014-05-13",5,6
"Credit reporting","2014-05-22","2014-05-23",1,2
"Credit reporting","2014-05-16","2014-06-16",31,32
"Credit reporting","2014-05-16","2014-06-03",18,19
"Mortgage","2014-05-16","2014-05-16",0,1
"Bank account or service","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-08","2014-06-09",32,33
"Credit card","2014-05-13","2014-05-13",0,1
"Student loan","2014-05-13","2014-05-13",0,1
"Credit card","2014-05-16","2014-05-20",4,5
"Consumer Loan","2014-05-22","2014-05-22",0,1
"Bank account or service","2014-05-16","2014-05-20",4,5
"Credit card","2014-05-16","2014-05-16",0,1
"Debt collection","2014-05-16","2014-05-16",0,1
"Student loan","2014-05-22","2014-05-23",1,2
"Mortgage","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-13","2014-05-13",0,1
"Credit reporting","2014-05-08","2014-05-08",0,1
"Bank account or service","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-08","2014-05-13",5,6
"Credit reporting","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-13","2014-05-29",16,17
"Debt collection","2014-05-08","2014-05-12",4,5
"Mortgage","2014-05-08","2014-05-13",5,6
"Credit reporting","2014-05-08","2014-05-23",15,16
"Bank account or service","2014-05-08","2014-05-29",21,22
"Mortgage","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Credit reporting","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-08","2014-05-13",5,6
"Bank account or service","2014-05-22","2014-05-23",1,2
"Credit reporting","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-08","2014-05-12",4,5
"Credit reporting","2014-05-22","2014-05-23",1,2
"Debt collection","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-16","2014-05-16",0,1
"Mortgage","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-22","2014-06-06",15,16
"Credit reporting","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-16","2014-06-24",39,40
"Mortgage","2014-05-13","2014-05-15",2,3
"Credit reporting","2014-05-08","2014-05-08",0,1
"Mortgage","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-05-08","2014-05-12",4,5
"Debt collection","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-22","2014-05-23",1,2
"Debt collection","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-08","2014-05-13",5,6
"Bank account or service","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-08","2014-05-08",0,1
"Debt collection","2014-05-08","2014-05-08",0,1
"Consumer Loan","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-13","2014-05-13",0,1
"Bank account or service","2014-05-22","2014-05-27",5,6
"Payday loan","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-27",5,6
"Bank account or service","2014-05-13","2014-05-15",2,3
"Bank account or service","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-13","2014-11-14",185,186
"Debt collection","2014-05-08","2014-05-08",0,1
"Credit card","2014-05-13","2014-05-13",0,1
"Money transfers","2014-05-22","2014-05-29",7,8
"Debt collection","2014-05-16","2014-05-20",4,5
"Consumer Loan","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-08","2014-05-13",5,6
"Mortgage","2014-05-22","2014-05-27",5,6
"Credit card","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-05-16","2014-06-02",17,18
"Credit reporting","2014-05-22","2014-06-05",14,15
"Bank account or service","2014-05-22","2014-05-22",0,1
"Consumer Loan","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-16","2014-05-16",0,1
"Debt collection","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-13","2014-05-13",0,1
"Bank account or service","2014-05-13","2014-05-13",0,1
"Credit card","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-22","2014-07-09",48,49
"Credit reporting","2014-05-13","2014-05-15",2,3
"Credit card","2014-05-22","2014-05-22",0,1
"Money transfers","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-16","2014-05-28",12,13
"Mortgage","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-16","2014-05-16",0,1
"Mortgage","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-13","2014-05-15",2,3
"Credit reporting","2014-05-16","2014-05-16",0,1
"Mortgage","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-22","2014-05-27",5,6
"Credit card","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-16","2014-05-23",7,8
"Consumer Loan","2014-05-13","2014-05-16",3,4
"Debt collection","2014-05-22","2014-05-27",5,6
"Credit card","2014-05-22","2014-05-22",0,1
"Bank account or service","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-13","2014-05-15",2,3
"Mortgage","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-05-13","2014-05-13",0,1
"Bank account or service","2014-05-16","2014-05-20",4,5
"Credit reporting","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-22","2014-06-04",13,14
"Mortgage","2014-05-16","2014-05-16",0,1
"Credit card","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-13","2014-05-15",2,3
"Bank account or service","2014-05-13","2014-05-15",2,3
"Bank account or service","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-16","2014-05-16",0,1
"Mortgage","2014-05-16","2014-05-21",5,6
"Consumer Loan","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-16","2014-05-16",0,1
"Mortgage","2014-05-13","2014-05-15",2,3
"Credit reporting","2014-05-28","2014-06-18",21,22
"Bank account or service","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-22","2014-05-22",0,1
"Credit reporting","2014-05-28","2014-06-03",6,7
"Debt collection","2014-05-13","2014-05-13",0,1
"Mortgage","2014-06-03","2014-06-05",2,3
"Bank account or service","2014-06-03","2014-06-05",2,3
"Debt collection","2014-05-28","2014-05-28",0,1
"Debt collection","2014-05-28","2014-05-28",0,1
"Debt collection","2014-05-28","2014-06-04",7,8
"Bank account or service","2014-06-03","2014-06-05",2,3
"Debt collection","2014-05-28","2014-05-28",0,1
"Bank account or service","2014-05-22","2014-05-27",5,6
"Mortgage","2014-05-28","2014-06-02",5,6
"Mortgage","2014-05-28","2014-05-28",0,1
"Debt collection","2014-06-03","2014-06-05",2,3
"Mortgage","2014-06-03","2014-06-05",2,3
"Debt collection","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-28","2014-06-11",14,15
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-13","2014-05-15",2,3
"Debt collection","2014-05-13","2014-05-13",0,1
"Bank account or service","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-13","2014-05-15",2,3
"Consumer Loan","2014-05-22","2014-05-22",0,1
"Payday loan","2014-06-03","2014-06-05",2,3
"Debt collection","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-28","2014-06-09",12,13
"Mortgage","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-22","2014-06-02",11,12
"Credit card","2014-05-28","2014-05-28",0,1
"Credit reporting","2014-05-13","2014-05-13",0,1
"Mortgage","2014-05-22","2014-05-27",5,6
"Bank account or service","2014-05-28","2014-06-12",15,16
"Debt collection","2014-05-16","2014-05-29",13,14
"Debt collection","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-13","2014-05-16",3,4
"Mortgage","2014-05-28","2014-06-03",6,7
"Debt collection","2014-05-13","2014-05-15",2,3
"Credit reporting","2014-05-28","2014-05-28",0,1
"Credit reporting","2014-05-13","2014-06-10",28,29
"Mortgage","2014-05-13","2014-05-13",0,1
"Mortgage","2014-06-03","2014-06-06",3,4
"Debt collection","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-28","2014-06-06",9,10
"Credit reporting","2014-06-03","2014-06-06",3,4
"Bank account or service","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-28","2014-05-28",0,1
"Credit reporting","2014-05-28","2014-06-03",6,7
"Bank account or service","2014-06-03","2014-06-05",2,3
"Bank account or service","2014-06-03","2014-06-06",3,4
"Debt collection","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-06-03","2014-06-03",0,1
"Bank account or service","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-28","2014-06-13",16,17
"Debt collection","2014-05-13","2014-05-13",0,1
"Credit card","2014-05-16","2014-05-20",4,5
"Mortgage","2014-05-16","2014-05-20",4,5
"Credit reporting","2014-05-28","2014-07-14",47,48
"Bank account or service","2014-06-03","2014-06-03",0,1
"Bank account or service","2014-05-16","2014-05-21",5,6
"Consumer Loan","2014-06-03","2014-06-06",3,4
"Debt collection","2014-05-16","2014-05-16",0,1
"Credit reporting","2014-05-16","2014-05-20",4,5
"Student loan","2014-05-16","2014-05-20",4,5
"Bank account or service","2014-05-28","2014-06-03",6,7
"Credit reporting","2014-05-13","2014-06-03",21,22
"Credit reporting","2014-05-13","2014-06-17",35,36
"Credit card","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-28","2014-06-03",6,7
"Mortgage","2014-05-16","2014-05-20",4,5
"Debt collection","2014-05-28","2014-06-19",22,23
"Bank account or service","2014-06-03","2014-06-03",0,1
"Credit card","2014-06-03","2014-06-05",2,3
"Debt collection","2014-06-03","2014-06-03",0,1
"Payday loan","2014-05-22","2014-05-28",6,7
"Credit reporting","2014-05-28","2014-05-28",0,1
"Credit reporting","2014-05-17","2014-05-17",0,1
"Mortgage","2014-05-13","2014-05-13",0,1
"Student loan","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-28","2014-05-28",0,1
"Debt collection","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-05-17","2014-05-17",0,1
"Student loan","2014-05-28","2014-05-28",0,1
"Bank account or service","2014-05-17","2014-05-17",0,1
"Debt collection","2014-05-17","2014-06-06",20,21
"Debt collection","2014-05-17","2014-05-20",3,4
"Credit reporting","2014-05-22","2014-05-28",6,7
"Credit card","2014-05-17","2014-05-17",0,1
"Debt collection","2014-05-17","2014-05-17",0,1
"Mortgage","2014-05-28","2014-06-03",6,7
"Debt collection","2014-05-17","2014-05-17",0,1
"Debt collection","2014-05-17","2014-05-17",0,1
"Debt collection","2014-05-22","2014-06-02",11,12
"Debt collection","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-05-28","2014-05-29",1,2
"Debt collection","2014-05-17","2014-05-20",3,4
"Debt collection","2014-06-03","2014-06-03",0,1
"Credit reporting","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-28","2014-06-03",6,7
"Consumer Loan","2014-06-03","2014-06-03",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-13","2014-05-28",15,16
"Credit reporting","2014-05-17","2014-05-17",0,1
"Mortgage","2014-05-17","2014-05-17",0,1
"Money transfers","2014-05-17","2014-05-17",0,1
"Credit card","2014-05-17","2014-05-20",3,4
"Credit reporting","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-17","2014-05-17",0,1
"Mortgage","2014-05-17","2014-05-17",0,1
"Bank account or service","2014-05-13","2014-05-14",1,2
"Debt collection","2014-05-17","2014-05-20",3,4
"Mortgage","2014-05-17","2014-05-17",0,1
"Credit card","2014-05-22","2014-06-24",33,34
"Mortgage","2014-05-13","2014-07-10",58,59
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-05-17","2014-05-19",2,3
"Debt collection","2014-05-13","2014-05-13",0,1
"Debt collection","2014-05-17","2014-07-22",66,67
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-22","2014-05-27",5,6
"Debt collection","2014-05-17","2014-05-23",6,7
"Mortgage","2014-05-29","2014-06-03",5,6
"Mortgage","2014-05-17","2014-05-17",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Credit reporting","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-05-17","2014-05-19",2,3
"Debt collection","2014-05-17","2014-05-28",11,12
"Debt collection","2014-05-22","2014-05-22",0,1
"Credit reporting","2014-05-29","2014-06-03",5,6
"Credit card","2014-06-10","2014-06-11",1,2
"Bank account or service","2014-05-17","2014-05-17",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-22","2014-05-29",7,8
"Credit card","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-06-09","2014-06-11",2,3
"Credit reporting","2014-05-29","2014-06-03",5,6
"Credit card","2014-06-03","2014-06-09",6,7
"Bank account or service","2014-06-09","2014-06-11",2,3
"Mortgage","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-17","2014-05-20",3,4
"Debt collection","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-29","2014-06-17",19,20
"Mortgage","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-22","2014-05-29",7,8
"Credit reporting","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-09","2014-06-11",2,3
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-03","2014-06-16",13,14
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-09","2014-06-09",0,1
"Credit reporting","2014-06-03","2014-06-13",10,11
"Mortgage","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-05-17","2014-05-17",0,1
"Credit reporting","2014-05-22","2014-05-27",5,6
"Credit reporting","2014-06-03","2014-06-03",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Student loan","2014-05-29","2014-06-03",5,6
"Mortgage","2014-06-09","2014-06-09",0,1
"Mortgage","2014-05-17","2014-05-20",3,4
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-17","2014-05-17",0,1
"Mortgage","2014-06-09","2014-06-11",2,3
"Credit reporting","2014-06-09","2014-06-11",2,3
"Bank account or service","2014-05-29","2014-05-29",0,1
"Credit card","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-17","2014-05-20",3,4
"Debt collection","2014-05-17","2014-05-17",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-18","2014-05-20",2,3
"Credit reporting","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-22","2014-05-22",0,1
"Bank account or service","2014-06-09","2014-06-11",2,3
"Credit reporting","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-06-09","2014-08-06",58,59
"Debt collection","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-18","2014-05-20",2,3
"Debt collection","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Student loan","2014-05-18","2014-05-20",2,3
"Student loan","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-18","2014-05-18",0,1
"Student loan","2014-06-03","2014-06-03",0,1
"Mortgage","2014-05-18","2014-05-18",0,1
"Credit reporting","2014-05-29","2014-06-09",11,12
"Mortgage","2014-05-18","2014-05-18",0,1
"Mortgage","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-18","2014-05-18",0,1
"Debt collection","2014-05-18","2014-06-03",16,17
"Debt collection","2014-05-18","2014-05-18",0,1
"Bank account or service","2014-05-18","2014-05-18",0,1
"Mortgage","2014-06-03","2014-06-16",13,14
"Credit reporting","2014-05-18","2014-05-19",1,2
"Debt collection","2014-05-22","2014-05-22",0,1
"Debt collection","2014-05-18","2014-06-09",22,23
"Credit reporting","2014-05-18","2014-05-18",0,1
"Credit reporting","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-29","2014-06-03",5,6
"Mortgage","2014-05-18","2014-05-18",0,1
"Credit reporting","2014-06-09","2014-06-11",2,3
"Debt collection","2014-06-03","2014-06-06",3,4
"Credit reporting","2014-05-29","2014-06-03",5,6
"Credit card","2014-05-18","2014-05-20",2,3
"Debt collection","2014-05-18","2014-05-20",2,3
"Credit reporting","2014-06-03","2014-06-13",10,11
"Payday loan","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-22","2014-05-27",5,6
"Consumer Loan","2014-05-18","2014-05-18",0,1
"Consumer Loan","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-18","2014-05-18",0,1
"Bank account or service","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-05-29","2014-06-16",18,19
"Mortgage","2014-05-22","2014-05-22",0,1
"Credit card","2014-05-22","2014-05-22",0,1
"Mortgage","2014-05-18","2014-05-20",2,3
"Credit reporting","2014-05-18","2014-05-18",0,1
"Mortgage","2014-06-09","2014-06-09",0,1
"Credit reporting","2014-05-22","2014-05-23",1,2
"Mortgage","2014-06-03","2014-06-03",0,1
"Credit card","2014-05-23","2014-05-23",0,1
"Money transfers","2014-05-22","2014-05-28",6,7
"Credit reporting","2014-05-18","2014-06-09",22,23
"Debt collection","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-18","2014-05-18",0,1
"Payday loan","2014-05-22","2014-05-22",0,1
"Credit reporting","2014-05-18","2014-05-20",2,3
"Mortgage","2014-05-18","2014-05-18",0,1
"Mortgage","2014-05-18","2014-05-18",0,1
"Debt collection","2014-05-18","2014-05-20",2,3
"Debt collection","2014-05-22","2014-05-22",0,1
"Credit reporting","2014-06-03","2014-06-20",17,18
"Credit reporting","2014-06-03","2014-10-09",128,129
"Mortgage","2014-05-19","2014-05-19",0,1
"Credit card","2014-05-22","2014-06-04",13,14
"Mortgage","2014-05-22","2014-05-28",6,7
"Money transfers","2014-06-03","2014-06-06",3,4
"Credit reporting","2014-06-03","2014-06-17",14,15
"Mortgage","2014-06-09","2014-06-11",2,3
"Credit card","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-19","2014-05-20",1,2
"Credit reporting","2014-05-22","2014-05-23",1,2
"Mortgage","2014-05-29","2014-06-04",6,7
"Money transfers","2014-05-19","2014-05-19",0,1
"Bank account or service","2014-05-22","2014-05-22",0,1
"Credit reporting","2014-06-03","2014-06-17",14,15
"Mortgage","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-05-19","2014-05-19",0,1
"Credit card","2014-05-19","2014-05-20",1,2
"Bank account or service","2014-06-09","2014-06-11",2,3
"Credit card","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-05-22","2014-05-23",1,2
"Student loan","2014-05-19","2014-05-20",1,2
"Bank account or service","2014-05-22","2014-05-22",0,1
"Debt collection","2014-06-03","2014-06-06",3,4
"Debt collection","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-22","2014-06-05",14,15
"Bank account or service","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Debt collection","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-05-29","2014-05-29",0,1
"Credit card","2014-06-03","2014-06-06",3,4
"Bank account or service","2014-05-19","2014-05-19",0,1
"Credit card","2014-05-22","2014-05-28",6,7
"Credit reporting","2014-05-19","2014-06-04",16,17
"Student loan","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-29","2014-06-03",5,6
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-22","2014-05-22",0,1
"Debt collection","2014-06-03","2014-06-06",3,4
"Debt collection","2014-06-09","2014-06-11",2,3
"Money transfers","2014-05-22","2014-05-28",6,7
"Debt collection","2014-05-22","2014-05-23",1,2
"Debt collection","2014-06-09","2014-07-18",39,40
"Credit reporting","2014-05-19","2014-05-19",0,1
"Credit card","2014-05-19","2014-05-19",0,1
"Bank account or service","2014-05-19","2014-05-19",0,1
"Mortgage","2014-06-03","2014-06-03",0,1
"Bank account or service","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Credit card","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-23","2014-05-28",5,6
"Credit card","2014-06-03","2014-06-03",0,1
"Money transfers","2014-05-19","2014-05-21",2,3
"Debt collection","2014-06-03","2014-06-18",15,16
"Student loan","2014-06-03","2014-06-03",0,1
"Credit card","2014-05-23","2014-05-23",0,1
"Consumer Loan","2014-05-23","2014-05-23",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-06-09","2014-06-11",2,3
"Student loan","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-23","2014-05-23",0,1
"Credit card","2014-06-09","2014-06-11",2,3
"Credit card","2014-05-23","2014-05-28",5,6
"Debt collection","2014-06-03","2014-06-06",3,4
"Debt collection","2014-06-03","2014-06-03",0,1
"Credit card","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-23","2014-05-28",5,6
"Credit reporting","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-23","2014-05-28",5,6
"Credit reporting","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
